1	atp6v0e2	76252
2	0610007c21rik	381629
3	0610007p14rik	58520
4	wdr57	66585
5	ift20	55978
6	tsc22d4	78829
7	0610009o03rik	68294
8	0610010d24rik	68339
9	paqr5	74090
10	cmpk	66588
11	tmem176a	66058
12	mettl9	59052
13	memo1	76890
14	aurkaip1	66077
15	tsen54	76265
16	pbld	68371
17	cuta	67675
18	retsat	67442
19	txndc12	66073
20	sharpin	106025
21	ykt6	56418
22	steap3	68428
23	1110001c20rik	242291
24	nudt16l1	66911
25	nufip2	68564
26	1110002e23rik	66119
27	1110002n22rik	68550
28	1110004f10rik	56372
29	1110005a23rik	66118
30	necap2	66147
31	rmnd5a	68477
32	1110007c09rik	68480
33	tmem57	66146
34	trspap1	71787
35	1110008f13rik	67388
36	muc16	73732
37	1110008p14rik	73737
38	hhatl	74770
39	1110012l19rik	68618
40	1110013l07rik	68521
41	tmed10	68581
42	tspan11	68498
43	dmkn	73712
44	1110014j01rik	74778
45	1110014n23rik	68505
46	nip7	66164
47	1110017d15rik	73721
48	pcnp	76302
49	1110018j18rik	66129
50	1110018m03rik	67606
51	cldnd1	224250
52	1110020p15rik	66152
53	1110021e09rik	66921
54	mrap	77037
55	tm2d3	68634
56	1110028a07rik	68680
57	slc44a2	68682
58	svop	68666
59	smtnl1	68678
60	klk5	68668
61	tmed2	56334
62	1110033m05rik	68675
63	1110036o03rik	66180
64	lage3	66192
65	cd302	66205
66	rab3gap2	98732
67	nenf	66208
68	bxdc2	67832
69	dtwd2	68857
70	1190002h23rik	66214
71	imp3	102462
72	1190017o12rik	68936
73	ubiad1	71707
74	1200003c05rik	104771
75	pnpla8	67452
76	slc25a46	67453
77	1200007d18rik	67458
78	lrrcc1	71710
79	1200009f10rik	67454
80	serbp1	66870
81	mxra8	74761
82	1200013b08rik	74131
83	nuak2	74137
84	necap1	67602
85	klk9	101533
86	scyl3	240880
87	cript	56724
88	mtfr1	67472
89	errfi1	74155
90	stt3b	68292
91	raver1	71766
92	ugt2b1	71773
93	1300013j15rik	67473
94	1500001a10rik	68955
95	cend1	57754
96	c1galt1c1	59048
97	1500003o03rik	56398
98	1500005a01rik	85308
99	clip3	76686
100	thoc7	66231
101	eif1b	68969
102	1500015o10rik	78896
103	rint1	72772
104	1500019g21rik	66245
105	rnaseh2c	68209
106	1500032d16rik	78330
107	uqcrq	22272
108	1500041n16rik	67836
109	hacl1	56794
110	1600027n09rik	73247
111	1600029d21rik	76509
112	167l17-t7	79203
113	spata19	75469
114	cst12	69362
115	1700007b13rik	71830
116	osgin1	71839
117	wdr68	71833
118	1700012h05rik	76572
119	ankrd36	76389
120	gtf2ird2	114674
121	il31	76399
122	dnajb13	69387
123	1700016d06rik	76413
124	ccdc89	70054
125	paqr8	74229
126	1700020c11rik	67900
127	nob1	67619
128	1700021k02rik	65971
129	1700023b02rik	66935
130	1700024d23rik	72258
131	tex22	75671
132	dph4	99349
133	wdr54	75659
134	slc25a31	73333
135	gpbp1	73274
136	1700036d21rik	73336
137	1700040i03rik	73327
138	cntd1	68107
139	rffl	67338
140	1700055m20rik	73407
141	1700058c13rik	73388
142	spata18	73472
143	iws1	73473
144	1700081d17rik	73523
145	1700088e04rik	27660
146	stambpl1	76630
147	vgll3	73569
148	1700112c13rik	74306
149	1700126l10rik	73603
150	1810007m14rik	67367
151	1810007p19rik	230751
152	calcoco1	67488
153	1810009j06rik	73626
154	tmem176b	65963
155	1810010m01rik	69036
156	1810011o10rik	69068
157	1810014f10rik	69064
158	tmem97	69071
159	tmem54	66260
160	1810023f06rik	217845
161	1810034k20rik	67881
162	tprkb	69786
163	faim3	69169
164	1810037c20rik	66294
165	1810043g02rik	67884
166	ippk	75678
167	bat2d	226562
168	1810044a24rik	76510
169	cyb5b	66427
170	ufm1	67890
171	clec4b1	69810
172	1810046j19rik	103742
173	1810049h19rik	445265
174	lrrc8e	72267
175	1810055d05rik	67713
176	1810055g02rik	72056
177	eny2	223527
178	sil1	81500
179	polr2f	69833
180	1810073h04rik	69865
181	1d3	53179
182	2010002n04rik	106878
183	2010005j08rik	72046
184	2010011i20rik	67017
185	chmp4b	75608
186	defcr21	66298
187	defcr20	68009
188	2010109i03rik	67038
189	2010110p09rik	70261
190	2010204n08rik	69983
191	2010208k18rik	72096
192	2010209o12rik	100910
193	2010317e24rik	72080
194	2200002d01rik	72275
195	chia	81600
196	2210010c04rik	67373
197	2210013k02rik	73658
198	ptrh1	329384
199	2210018m11rik	233545
200	rasl10a	75668
201	ubxd8	76577
202	cand2	67088
203	slc44a4	70129
204	crct1	74175
205	2300002m23rik	69542
206	jsrp1	71912
207	ubl7	69459
208	2310001a20rik	71881
209	trak1	67095
210	krt76	77055
211	txlnb	378431
212	2310002b06rik	53951
213	coq2	71883
214	2310003c23rik	76425
215	tmem9b	56786
216	stk40	74178
217	lrp2bp	67620
218	odam	69592
219	klk11	56538
220	rftn1	76438
221	2310016c08rik	69573
222	mtfmt	69606
223	2310021h06rik	67135
224	2310031a18rik	69627
225	zwilch	68014
226	prei4	74182
227	2310037i24rik	69612
228	tmem158	72309
229	2310042m24rik	66958
230	2310047d13rik	116972
231	2310047h23rik	69672
232	2310047o13rik	66960
233	2310056p07rik	70186
234	2310057j16rik	69697
235	pwp1	103136
236	lypd3	72434
237	2310066e14rik	75687
238	bxdc5	70285
239	tmem123	71929
240	sap30l	50724
241	2310081o03rik	72406
242	suds3	71954
243	psmd6	66413
244	rpain	69723
245	rassf7	66985
246	palld	72333
247	2410003p15rik	56046
248	sac3d1	66406
249	rsl1d1	66409
250	tmem121	69195
251	ndufa12	66414
252	ly6k	76486
253	2410016o06rik	71952
254	2410018c17rik	74504
255	tm2d2	69742
256	spc24	67629
257	krt42	68239
258	fblim1	74202
259	2410104i19rik	67959
260	wdr75	73674
261	tubb2b	73710
262	setd8	67956
263	wipi2	74781
264	2510012j08rik	70312
265	nt5dc2	70021
266	pef1	67898
267	afap1	70292
268	mfsd11	69900
269	spc25	66442
270	ccdc80	67896
271	ptms	69202
272	wbp7	75410
273	pb1	66923
274	2610018g03rik	70415
275	2610019a05rik	72149
276	cenpm	66570
277	pdf	68023
278	ltv1	353258
279	2610020o08rik	67050
280	trmt5	76357
281	2610028l16rik	76368
282	prpf6	68879
283	nol14	75416
284	mnd1	76915
285	2610039c10rik	66578
286	esf1	66580
287	2610101n10rik	67958
288	2610203e10rik	329470
289	2610209m04rik	66618
290	2610301g19rik	219158
291	sap130	269003
292	zc3h15	69082
293	wdr77	70465
294	crtc3	70461
295	2610507b11rik	72503
296	dopey2	70028
297	rcc2	108911
298	2610510l01rik	67178
299	supt7l	72195
300	prelid1	66494
301	pgam5	72542
302	cenpq	83815
303	ccdc50	67501
304	2700008b19rik	217026
305	ppme1	72590
306	pan3	72587
307	2700060e02rik	68045
308	utp11l	67205
309	mpped2	77015
310	zcrb1	67197
311	ptpmt1	66461
312	2810012g03rik	66306
313	mtif3	76366
314	2810021b07rik	66308
315	dis3	72662
316	srfbp1	67222
317	armc10	67211
318	lime1	72699
319	2810039f03rik	241688
320	dtl	76843
321	plekho1	67220
322	2810055e05rik	230780
323	chmp1b	67064
324	ncapd2	68298
325	2810407c02rik	69227
326	ppm1m	67905
327	2810426n06rik	67607
328	rnpc3	67225
329	2810457i06rik	72828
330	mctp1	78771
331	2900041a09rik	72948
332	2900042b11rik	72938
333	hepacam	72927
334	appl1	72993
335	3110002h16rik	76482
336	cep57	74360
337	thex1	67276
338	3110037i16rik	73172
339	larp1	73158
340	3110043l15rik	73174
341	3110056o03rik	73218
342	tmem50a	71817
343	3300001a09rik	75697
344	3300001g02rik	78372
345	3300001p08rik	67684
346	3322402l07rik	74023
347	363k16-sp6	79204
348	utp20	70683
349	cd320	54219
350	42f4-t7	53084
351	narf	67608
352	edd1	70790
353	4631426j05rik	77590
354	crtc2	74343
355	4632411b12rik	226976
356	4632413k17rik	216440
357	pram1	378460
358	4732429i09rik	243906
359	4732435n03rik	234356
360	rab3gap1	226407
361	utp6	216987
362	4733401h18rik	66706
363	4833405l16rik	320581
364	4833439l19rik	97820
365	them4	75778
366	spata16	70862
367	cdkn2aip	70925
368	4921511k06rik	232664
369	4921524j06rik	77057
370	nudcd1	67429
371	4922503n01rik	230603
372	4930402e16rik	319518
373	4930432k21rik	74666
374	spdyb	74673
375	4930455b06rik	223825
376	4930455c21rik	76916
377	4930458l03rik	78124
378	lyrm5	67636
379	tasp1	75812
380	4930486l24rik	214639
381	4930500o05rik	242409
382	ppp2r3c	59032
383	4930523c11rik	238405
384	ccdc130	67736
385	tubb2c	227613
386	ift172	67661
387	josd3	75316
388	pelp1	75273
389	clec4g	75863
390	tmem49	75909
391	4930579c15rik	67753
392	4930579j09rik	67752
393	dnttip2	99480
394	4931407k02rik	77627
395	4931431l11rik	70990
396	4932409i22rik	237397
397	vwa1	246228
398	4932417h02rik	74370
399	ankar	319695
400	4932425i24rik	320214
401	ccdc67	234964
402	ston2	108800
403	hexim2	71059
404	ifltd1	74071
405	sgms2	74442
406	4933406e20rik	74443
407	syce1	74075
408	4933407c03rik	74440
409	cep350	74081
410	nipbl	71175
411	cgnl1	68178
412	pgs1	74451
413	mier1	71148
414	4933425l03rik	71169
415	adc	242669
416	4933434e20rik	99650
417	4933434i06rik	71233
418	gpr177	68151
419	5033403d15rik	240024
420	mon1b	270096
421	tmem59l	67937
422	chchd8	68185
423	5330431n19rik	226162
424	psrc1	56742
425	5730403b10rik	66626
426	vps37c	107305
427	5730410e15rik	319613
428	5730427n09rik	59050
429	wdr74	107071
430	slc25a33	70556
431	5730449l18rik	66637
432	5730455o13rik	70567
433	ecd	70601
434	tmem11	216821
435	ncapg	54392
436	vcpip1	70675
437	creld2	76737
438	wdr76	241627
439	5830415f09rik	74753
440	ncapg2	76044
441	5830457o10rik	214987
442	rap2a	76108
443	5830467p10rik	241639
444	traf3ip3	215243
445	peli3	240518
446	6030443o07rik	226151
447	6230403h02rik	67779
448	hmha1	70719
449	arsg	74008
450	nos1ap	70729
451	6330409n04rik	66674
452	nub1	53312
453	6330503k22rik	101565
454	6330548g22rik	76167
455	6330577e15rik	67788
456	6430502m16rik	218440
457	6430517e21rik	240843
458	6430527g18rik	238330
459	lrrc4c	241568
460	6430598a04rik	243300
461	6430704m03rik	230235
462	magi3	99470
463	dynll2	68097
464	8030411f24rik	78609
465	8430415e04rik	74521
466	slc10a6	75750
467	tmem159	233806
468	8430421h08rik	71478
469	nucks1	98415
470	ccdc112	240261
471	9030409g11rik	71529
472	9030416h16rik	71521
473	9030425e11rik	71566
474	akr1c14	105387
475	duoxa2	66811
476	nadsyn1	78914
477	pptc7	320717
478	9130020o15rik	353085
479	aftph	216549
480	9130211i03rik	381319
481	9130213b05rik	231440
482	mgat4c	67569
483	9230104l09rik	77705
484	spint4	78239
485	wfdc15b	192201
486	spink12	78242
487	il33	77125
488	9430010o03rik	234023
489	9430022f06rik	225152
490	smg7	226517
491	sorbs2	234214
492	tspan9	109246
493	rabepk	227746
494	heg1	77446
495	tsku	244152
496	9630033f20rik	319801
497	9630037p07rik	227210
498	ubtd2	327900
499	9930013l23rik	80982
500	tns4	217169
501	9930032o22rik	320454
502	rfxdc2	319758
503	a	50518
504	wibg	78428
505	serinc5	218442
506	a1bg	117586
507	fcrl1	229499
508	a230062g08rik	231326
509	ptrh2	217057
510	cnot6	104625
511	a2bp1	268859
512	a2m	232345
513	a430107n12rik	78432
514	a430107p09rik	320898
515	ulbp1	77777
516	a4galt	239559
517	a4gnt	333424
518	a530050d06rik	104816
519	a530089i17rik	103199
520	a630007b06rik	213993
521	klrb1f	232408
522	a630038e17rik	219065
523	a630042l21rik	106894
524	a730008l03rik	58202
525	cpne9	211232
526	a730098d12rik	231386
527	rimbp2	231760
528	a930037g23rik	320678
529	samd9l	209086
530	zfand2a	100494
531	aa536749	26936
532	dbf4	27214
533	mizf	102423
534	aa673488	101471
535	aa881470	231841
536	aa986860	212439
537	aaas	223921
538	aacs	78894
539	aadac	67758
540	aadat	23923
541	aal	104236
542	aamp	227290
543	aanat	11298
544	aap	107417
545	aard	239435
546	aars	234734
547	aasdhppt	67618
548	aass	30956
549	aat2	11301
